Age,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,OverTime,DistanceFromHome,NumCompaniesWorked,EnvironmentSatisfaction,JobInvolvement,PerformanceRating,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,Education,Department,JobRole,MaritalStatus,EducationField,Gender,BusinessTravel,StockOptionLevel,Attrition
55,1000,4,4,23,0,26,4,4,1,4,6,7,0,1,R&D,HR,Married,HR,Male,Travel_Frequently,3,0
19,6149,4,4,0,0,27,4,4,4,3,3,13,2,3,R&D,Director,Single,Tech Degree,Female,Travel_Frequently,1,0
24,18018,1,3,24,0,12,1,1,2,4,12,6,1,4,HR,Sales Rep,Single,Tech Degree,Male,Non-Travel,2,0
35,8744,2,3,9,0,14,6,3,3,1,6,5,1,1,R&D,HR,Single,HR,Male,Travel_Rarely,1,0
44,6008,1,3,15,1,9,5,4,2,1,4,3,6,5,R&D,HR,Divorced,Medical,Female,Travel_Rarely,0,0
51,9146,1,1,15,0,27,0,2,3,1,0,0,1,2,Sales,Healthcare Rep,Divorced,Medical,Male,Travel_Rarely,2,0
44,20000,2,3,7,0,13,3,4,3,4,9,14,5,1,Sales,Sales Exec,Married,Marketing,Female,Travel_Rarely,0,0
34,4855,4,1,28,0,3,2,1,3,2,3,14,3,4,R&D,Research Sci,Divorced,Life Sci,Male,Travel_Rarely,2,0
41,4095,3,2,38,0,21,2,4,4,2,6,0,0,3,Sales,Sales Exec,Married,Medical,Female,Travel_Rarely,2,0
42,4947,1,4,27,0,29,6,2,2,4,12,2,2,1,R&D,Sales Exec,Single,HR,Male,Travel_Rarely,1,0
24,3803,2,3,5,0,14,9,1,4,2,14,4,1,3,Sales,Research Sci,Single,Life Sci,Male,Travel_Frequently,1,1
23,5040,1,4,15,0,21,3,4,2,2,1,4,6,5,R&D,Director,Divorced,HR,Female,Travel_Rarely,2,1
41,2987,2,4,19,1,10,7,2,1,4,1,3,6,4,R&D,HR,Married,HR,Male,Travel_Rarely,2,0
50,1232,3,3,15,0,16,8,1,1,1,0,16,4,4,R&D,HR,Divorced,HR,Female,Travel_Rarely,2,0
46,1000,3,3,6,0,7,2,4,2,4,1,13,0,2,Sales,Sales Exec,Divorced,Life Sci,Female,Travel_Rarely,0,0
39,1000,4,2,13,0,4,4,2,2,1,9,7,6,4,R&D,Sales Exec,Married,Tech Degree,Male,Travel_Rarely,1,0
43,1527,2,1,25,1,27,3,1,2,1,13,1,4,1,HR,Manager,Single,Other,Female,Travel_Rarely,0,1
45,1000,2,1,25,0,20,9,4,2,2,7,7,0,1,R&D,Research Sci,Single,HR,Female,Travel_Rarely,1,0
38,4187,4,4,13,0,23,5,1,3,2,10,0,1,1,Sales,Healthcare Rep,Single,Marketing,Female,Travel_Frequently,3,0
24,1669,4,3,6,0,25,9,2,4,1,7,3,0,5,Sales,HR,Single,Medical,Female,Travel_Rarely,0,1
34,8701,2,2,32,0,11,3,4,3,1,7,4,0,4,R&D,Healthcare Rep,Married,Other,Male,Travel_Rarely,1,0
37,1000,4,2,25,0,16,7,4,4,2,14,4,1,4,Sales,Sales Rep,Single,Medical,Male,Travel_Rarely,2,0
58,1283,3,2,19,0,20,2,4,4,3,0,11,5,1,R&D,Director,Single,Medical,Male,Travel_Rarely,2,0
37,6551,1,2,2,1,4,4,2,4,1,0,0,6,2,R&D,Sales Exec,Married,Life Sci,Female,Travel_Rarely,1,0
39,4566,3,2,3,1,22,0,3,3,1,11,6,4,2,Sales,Manager,Married,Marketing,Male,Travel_Rarely,2,0
45,1000,4,1,25,0,22,5,4,2,1,9,16,5,4,R&D,Manager,Married,Marketing,Male,Travel_Rarely,2,0
57,10487,2,1,10,0,23,4,2,3,2,3,1,4,4,Sales,Sales Rep,Married,Other,Male,Travel_Rarely,3,0
24,10488,2,1,1,1,17,7,1,3,4,5,10,3,3,HR,Director,Married,Marketing,Female,Travel_Rarely,3,1
18,2005,3,3,13,0,13,8,1,4,1,7,6,6,4,R&D,Director,Divorced,Marketing,Male,Travel_Rarely,3,0
49,2080,2,4,29,0,11,7,2,1,1,12,16,4,1,R&D,Lab Tech,Single,Marketing,Female,Travel_Rarely,0,0
30,20000,4,2,11,0,3,7,3,1,1,1,2,4,5,R&D,Sales Exec,Single,Other,Male,Non-Travel,3,0
47,4919,3,3,25,0,9,2,2,3,4,12,5,0,4,R&D,Research Sci,Divorced,Tech Degree,Male,Travel_Rarely,3,0
40,3789,2,2,32,0,6,3,1,4,4,2,10,3,4,R&D,Research Sci,Married,Marketing,Female,Travel_Frequently,3,0
36,9105,1,1,12,0,22,3,1,3,1,5,9,1,1,R&D,Mfg Dir,Married,Marketing,Male,Travel_Rarely,1,1
49,1679,1,3,13,0,21,4,4,3,1,9,4,1,3,R&D,Director,Single,Life Sci,Female,Travel_Rarely,2,0
47,2803,4,1,23,0,11,8,3,2,3,3,14,2,4,R&D,Healthcare Rep,Divorced,Life Sci,Female,Travel_Rarely,1,0
46,1558,2,2,33,0,16,8,2,4,4,11,3,3,2,Sales,Sales Rep,Divorced,Marketing,Male,Travel_Rarely,3,0
46,7783,4,2,25,0,19,9,1,1,3,1,0,0,2,Sales,Manager,Married,Tech Degree,Female,Travel_Rarely,0,0
47,4258,3,4,20,1,27,0,1,1,1,6,14,2,2,R&D,Sales Exec,Single,Marketing,Female,Non-Travel,1,0
33,5376,1,2,27,0,5,7,1,1,1,3,16,2,5,R&D,Sales Rep,Divorced,Marketing,Female,Travel_Frequently,3,0
57,1453,3,1,35,0,14,0,2,3,1,7,13,1,5,R&D,HR,Divorced,Marketing,Female,Travel_Rarely,0,0
36,1243,2,2,39,1,17,1,2,4,1,7,1,4,4,HR,Lab Tech,Married,HR,Male,Travel_Rarely,0,0
35,3350,4,4,1,1,3,6,3,2,2,6,5,0,4,Sales,Manager,Single,Tech Degree,Female,Travel_Rarely,0,0
18,6688,4,4,8,0,4,7,4,1,2,9,12,3,4,Sales,Sales Rep,Divorced,Medical,Female,Non-Travel,2,0
31,3724,4,1,22,0,16,0,4,4,2,8,16,2,5,Sales,Sales Rep,Single,Marketing,Male,Travel_Rarely,0,0
19,1000,3,3,14,1,16,2,4,1,3,3,5,0,4,R&D,Lab Tech,Single,Medical,Male,Travel_Rarely,3,0
45,10145,1,2,12,1,21,6,1,2,4,6,4,1,1,R&D,Sales Rep,Married,Tech Degree,Male,Travel_Rarely,1,0
47,1000,3,4,22,1,26,8,4,4,1,9,6,2,3,R&D,Manager,Single,Marketing,Female,Travel_Rarely,1,0
55,15597,3,2,16,1,25,7,1,3,4,9,0,2,2,Sales,HR,Married,Medical,Female,Travel_Rarely,3,0
21,1000,2,2,1,0,4,7,3,3,2,14,12,5,2,R&D,Manager,Married,Other,Female,Travel_Rarely,2,0
18,5928,2,3,19,0,19,8,1,1,1,11,0,1,1,HR,Lab Tech,Single,Medical,Female,Travel_Rarely,2,0
25,1000,2,4,19,0,26,9,3,1,1,0,12,5,4,HR,HR,Married,Tech Degree,Male,Travel_Rarely,0,0
46,12077,1,2,2,0,17,2,3,4,3,3,10,1,5,HR,Research Sci,Divorced,Marketing,Male,Travel_Frequently,3,0
56,3122,1,4,11,0,13,7,4,2,4,1,6,1,4,R&D,Sales Exec,Single,HR,Female,Travel_Rarely,0,0
20,1000,2,1,39,0,26,0,4,1,3,8,2,5,4,HR,Director,Married,Tech Degree,Female,Non-Travel,0,0
49,2083,2,1,1,0,22,7,1,4,2,4,0,6,2,Sales,Research Sci,Married,HR,Female,Travel_Rarely,3,1
27,1000,1,2,35,1,23,6,2,2,4,2,7,0,2,Sales,Manager,Married,Marketing,Female,Travel_Rarely,2,0
27,1000,4,4,13,0,26,7,4,1,2,3,16,0,5,Sales,HR,Single,Medical,Male,Travel_Rarely,2,0
36,14792,1,2,15,0,24,0,4,1,3,5,12,6,2,R&D,Sales Exec,Married,Other,Male,Travel_Rarely,1,0
51,2946,1,4,18,0,28,5,2,4,3,9,13,0,4,HR,Sales Exec,Single,Other,Male,Travel_Rarely,3,0
50,7774,1,4,33,0,1,6,2,1,1,0,4,4,1,Sales,Lab Tech,Divorced,Tech Degree,Male,Non-Travel,0,0
40,5102,2,3,5,1,12,4,4,3,4,6,5,2,5,R&D,Lab Tech,Married,Tech Degree,Female,Travel_Rarely,3,0
45,5641,4,3,12,0,4,4,2,2,4,7,5,0,1,R&D,Lab Tech,Married,Tech Degree,Male,Travel_Rarely,0,0
49,1000,1,3,35,1,11,6,1,2,1,6,7,4,4,HR,Healthcare Rep,Married,Life Sci,Female,Travel_Rarely,1,0
24,1334,2,2,21,0,5,2,3,3,4,6,12,2,5,R&D,Manager,Married,Other,Male,Non-Travel,1,0
46,7726,3,3,17,0,2,5,3,4,2,8,3,0,1,HR,Mfg Dir,Married,Other,Male,Non-Travel,1,0
25,17662,3,3,11,0,17,6,4,3,2,12,16,1,5,R&D,Sales Rep,Married,Marketing,Female,Travel_Rarely,1,0
18,1523,1,1,29,0,8,0,4,3,3,3,4,6,4,R&D,Director,Married,Life Sci,Male,Travel_Rarely,0,0
20,1584,3,4,39,1,6,1,1,2,2,13,2,3,5,R&D,Lab Tech,Single,Tech Degree,Male,Travel_Rarely,2,0
41,3201,4,4,6,0,21,3,2,4,4,6,3,0,4,R&D,Director,Single,Tech Degree,Male,Non-Travel,0,0
40,20000,3,3,31,1,29,7,4,1,1,8,4,3,5,Sales,Healthcare Rep,Married,HR,Male,Travel_Rarely,1,0
25,1566,3,4,18,0,9,9,3,3,3,14,13,0,5,R&D,Director,Divorced,Life Sci,Female,Travel_Rarely,2,0
54,2612,4,1,5,1,13,5,1,3,1,4,14,1,2,R&D,Manager,Single,Medical,Male,Travel_Frequently,3,0
20,11104,1,1,19,0,11,0,1,4,3,1,16,6,4,R&D,HR,Single,Other,Male,Travel_Rarely,0,0
50,1000,1,3,26,1,29,9,2,3,3,14,5,6,3,R&D,Mfg Dir,Single,Marketing,Male,Travel_Rarely,3,1
45,1000,4,1,36,0,16,4,4,4,1,4,9,3,5,R&D,Mfg Dir,Divorced,Medical,Female,Travel_Rarely,1,0
25,4632,4,4,6,0,16,6,4,1,2,3,15,4,1,R&D,Sales Rep,Divorced,Medical,Female,Travel_Rarely,3,0
51,11896,4,2,4,0,27,5,1,4,2,7,16,1,2,Sales,Lab Tech,Married,Marketing,Male,Travel_Rarely,2,0
52,1364,3,4,10,1,2,8,3,1,2,14,13,3,2,R&D,Director,Divorced,Tech Degree,Male,Non-Travel,2,0
49,3171,4,2,14,0,10,7,4,4,2,4,11,3,5,Sales,Healthcare Rep,Married,Other,Male,Travel_Rarely,2,0
41,2993,2,3,2,0,12,3,3,3,1,8,8,5,3,Sales,HR,Divorced,HR,Female,Travel_Rarely,0,0
31,3202,3,2,4,1,8,4,1,1,4,8,14,5,2,R&D,Mfg Dir,Single,Tech Degree,Male,Travel_Rarely,3,0
49,4871,1,1,22,0,11,6,4,3,3,2,11,1,4,Sales,Research Sci,Single,Tech Degree,Male,Travel_Rarely,3,0
33,3171,1,4,36,0,10,7,3,1,1,12,13,1,5,HR,Mfg Dir,Married,Life Sci,Female,Travel_Rarely,3,0
21,2966,1,2,8,0,13,4,1,4,2,9,5,1,5,R&D,HR,Married,Medical,Female,Travel_Rarely,1,0
54,3215,3,4,14,0,25,8,3,4,2,14,3,2,3,HR,Manager,Married,Medical,Female,Non-Travel,0,0
38,4468,2,3,2,1,17,9,4,4,1,5,11,4,4,Sales,Director,Single,Other,Male,Travel_Frequently,0,1
31,3850,4,3,28,1,7,3,2,2,3,5,12,0,4,R&D,Sales Exec,Married,Medical,Male,Non-Travel,3,0
48,9625,4,1,5,0,24,3,3,2,1,3,12,5,3,R&D,Healthcare Rep,Single,HR,Male,Non-Travel,0,0
35,1000,1,3,16,1,3,7,2,1,1,10,11,6,1,R&D,Sales Rep,Single,HR,Female,Travel_Rarely,3,1
24,8958,1,2,25,0,20,0,4,2,4,12,2,6,4,R&D,Research Sci,Divorced,HR,Male,Travel_Rarely,3,0
27,9287,3,3,20,0,13,7,2,4,1,9,2,3,1,Sales,Lab Tech,Divorced,Marketing,Male,Non-Travel,3,0
24,1676,2,1,7,0,19,4,1,2,4,2,13,5,1,HR,Lab Tech,Divorced,Other,Female,Travel_Frequently,2,0
50,3107,4,4,20,0,7,0,2,2,3,0,9,0,5,R&D,Lab Tech,Married,HR,Female,Travel_Rarely,1,0
40,2886,3,4,10,0,9,3,3,3,1,11,16,1,5,Sales,Research Sci,Married,Life Sci,Male,Travel_Rarely,0,0
38,1232,4,3,37,1,19,1,3,1,1,6,14,6,2,R&D,HR,Married,Life Sci,Female,Non-Travel,1,0
36,2527,1,2,7,1,13,3,2,1,2,14,8,5,5,R&D,Sales Rep,Single,Tech Degree,Male,Travel_Rarely,2,0
36,1000,4,1,23,0,22,7,1,1,1,14,3,4,4,Sales,Mfg Dir,Single,Tech Degree,Male,Travel_Rarely,0,0
53,1627,2,2,34,0,8,4,4,2,2,4,14,4,4,R&D,Sales Exec,Single,Other,Male,Travel_Rarely,3,0
46,8482,2,1,13,1,22,0,2,4,2,13,15,2,1,Sales,Sales Rep,Divorced,Tech Degree,Female,Travel_Rarely,1,0
35,1674,1,3,13,1,18,6,3,3,2,9,7,5,4,R&D,Sales Exec,Single,Tech Degree,Male,Travel_Rarely,2,1
19,8524,2,1,9,1,29,0,3,1,3,14,16,1,5,R&D,Healthcare Rep,Divorced,Life Sci,Female,Travel_Frequently,0,1
18,3792,2,1,11,0,23,8,2,2,4,6,0,3,5,R&D,HR,Married,Tech Degree,Female,Non-Travel,0,0
22,10595,3,3,37,1,2,2,2,4,2,0,6,2,5,R&D,Healthcare Rep,Married,Life Sci,Female,Non-Travel,1,0
37,4275,4,2,33,0,18,2,2,3,1,7,11,1,3,Sales,HR,Single,HR,Female,Travel_Rarely,1,0
28,1000,1,3,9,0,18,5,4,3,1,2,15,2,4,Sales,Director,Single,HR,Male,Non-Travel,0,0
59,5626,1,1,16,0,11,9,3,1,2,6,0,5,2,Sales,Mfg Dir,Divorced,Other,Female,Travel_Rarely,0,0
19,1000,1,3,16,0,1,5,3,1,2,11,14,0,4,R&D,Manager,Single,Marketing,Male,Travel_Rarely,2,0
20,2994,1,1,2,0,14,5,3,4,1,2,6,6,4,R&D,Manager,Single,Tech Degree,Male,Travel_Rarely,3,0
40,13255,1,3,30,0,16,0,4,2,2,13,16,5,3,HR,HR,Single,HR,Male,Travel_Frequently,3,0
29,1000,2,4,0,0,11,4,1,4,4,2,2,1,4,Sales,Manager,Single,HR,Male,Travel_Rarely,2,0
37,2470,3,4,11,1,1,5,3,1,4,9,10,3,1,R&D,Research Sci,Single,Other,Female,Travel_Rarely,0,0
22,6544,1,3,38,0,7,7,3,4,3,8,5,3,5,R&D,Sales Rep,Married,Medical,Female,Travel_Rarely,1,0
54,10696,3,2,3,0,29,0,1,2,2,12,5,1,5,R&D,Healthcare Rep,Married,Medical,Male,Non-Travel,1,0
55,5557,3,1,12,0,16,4,4,3,3,1,14,2,3,HR,Director,Married,Other,Male,Travel_Rarely,0,0
47,1493,2,4,33,1,14,2,1,3,3,13,6,4,5,Sales,Mfg Dir,Single,Life Sci,Male,Travel_Rarely,2,0
26,5613,1,2,20,0,15,1,1,3,3,3,10,1,1,Sales,Mfg Dir,Divorced,Marketing,Female,Travel_Rarely,0,1
51,1760,2,1,21,0,14,7,1,3,2,5,16,6,3,R&D,Director,Divorced,Other,Female,Travel_Rarely,1,0
52,6336,1,4,3,0,28,6,1,1,3,13,7,5,2,R&D,Lab Tech,Single,Medical,Male,Travel_Rarely,0,1
39,15399,2,4,17,1,21,9,4,1,4,2,7,3,5,Sales,Lab Tech,Married,Marketing,Male,Non-Travel,0,0
41,6389,3,3,4,1,11,6,4,2,3,11,10,0,4,Sales,Lab Tech,Single,HR,Male,Travel_Frequently,2,0
34,9934,1,1,18,0,16,4,1,2,4,9,2,3,1,R&D,Director,Divorced,Other,Female,Non-Travel,3,0
27,1000,4,2,1,0,19,8,2,2,4,13,13,4,1,R&D,Manager,Married,Life Sci,Male,Travel_Frequently,1,0
47,6321,3,2,11,1,17,4,2,2,2,9,8,3,5,Sales,Sales Exec,Divorced,Marketing,Female,Travel_Rarely,1,1
40,8847,4,2,16,0,27,1,2,4,3,6,0,4,2,R&D,Director,Single,Medical,Female,Travel_Frequently,0,0
49,1000,3,1,9,0,26,2,2,2,2,6,0,6,4,R&D,Manager,Married,HR,Female,Travel_Rarely,1,0
34,10262,2,2,33,0,6,3,3,3,4,14,11,1,2,R&D,Sales Rep,Single,Other,Male,Travel_Rarely,1,0
34,1483,1,2,5,0,11,4,4,3,1,4,10,3,2,HR,Director,Married,Tech Degree,Female,Travel_Rarely,3,0
31,5472,3,2,7,0,17,2,4,3,3,2,0,2,5,Sales,Healthcare Rep,Married,HR,Female,Travel_Rarely,1,0
26,8056,2,3,10,0,9,6,1,4,2,1,11,5,4,HR,Manager,Single,Medical,Male,Non-Travel,1,0
57,5433,1,3,11,0,18,4,3,2,1,14,16,2,5,R&D,Mfg Dir,Married,Other,Male,Travel_Rarely,2,0
19,1000,1,1,8,1,17,4,1,3,3,14,14,5,5,R&D,HR,Married,Medical,Male,Travel_Rarely,2,1
42,4535,3,1,1,0,12,5,1,3,3,3,1,3,1,R&D,HR,Divorced,Tech Degree,Female,Travel_Rarely,2,0
56,3987,1,2,7,1,23,6,4,3,2,13,15,6,5,R&D,Director,Single,HR,Female,Travel_Rarely,2,0
26,11529,3,3,10,0,22,9,3,3,1,14,3,3,3,HR,Healthcare Rep,Divorced,Marketing,Male,Travel_Rarely,2,1
39,2589,1,4,35,0,22,9,2,1,2,12,7,5,4,HR,Healthcare Rep,Divorced,Marketing,Female,Travel_Rarely,3,0
21,1936,4,4,9,0,5,7,4,2,3,3,1,6,1,Sales,HR,Divorced,HR,Male,Non-Travel,1,0
43,6928,2,2,20,1,11,8,3,2,3,10,13,0,4,Sales,Manager,Married,Marketing,Male,Non-Travel,0,0
46,2660,4,2,19,1,4,3,3,4,4,7,14,6,1,R&D,Sales Rep,Divorced,Other,Female,Non-Travel,3,0
51,5193,3,3,7,0,27,4,4,1,3,7,8,3,3,HR,Director,Married,HR,Female,Travel_Rarely,0,0
40,5198,4,3,35,1,4,4,4,4,3,12,1,0,5,R&D,Sales Rep,Single,HR,Female,Travel_Rarely,2,0
54,10948,3,3,28,0,3,7,1,3,1,4,16,0,1,R&D,Lab Tech,Married,Medical,Female,Travel_Rarely,1,0
28,4565,1,1,11,1,26,8,1,4,1,12,9,5,1,R&D,Sales Exec,Married,Life Sci,Male,Travel_Frequently,2,1
23,3487,1,1,13,0,24,6,1,3,4,5,8,0,1,R&D,Research Sci,Divorced,Medical,Male,Travel_Rarely,3,0
35,1000,3,2,20,1,23,4,2,3,4,7,1,0,3,R&D,Lab Tech,Married,Marketing,Female,Non-Travel,0,1
38,1000,4,1,21,0,25,2,4,2,4,14,16,1,4,R&D,Mfg Dir,Single,Life Sci,Female,Travel_Rarely,1,0
59,1000,1,3,20,0,17,0,3,2,2,0,10,6,3,HR,Research Sci,Married,HR,Female,Travel_Rarely,3,0
53,1000,2,3,29,0,7,8,4,2,2,4,16,2,1,R&D,Mfg Dir,Divorced,Marketing,Male,Travel_Rarely,3,0
58,5078,1,1,38,0,26,4,3,2,4,3,9,0,1,R&D,Director,Single,Tech Degree,Male,Travel_Frequently,1,0
55,6754,2,4,19,0,4,8,2,2,2,3,5,2,5,R&D,Lab Tech,Married,Marketing,Female,Non-Travel,1,0
51,3775,4,2,23,0,23,9,4,1,3,10,15,0,3,R&D,Healthcare Rep,Married,Life Sci,Male,Travel_Rarely,3,0
34,8830,2,4,22,0,13,3,3,2,4,1,0,2,3,Sales,HR,Single,Life Sci,Male,Travel_Rarely,0,0
54,20000,2,2,6,0,12,4,3,4,4,9,2,3,2,Sales,HR,Single,HR,Male,Travel_Frequently,0,0
42,8574,2,4,8,0,1,3,1,3,2,0,14,3,4,R&D,Sales Rep,Married,Other,Male,Travel_Rarely,3,0
55,5935,2,1,0,0,21,1,2,2,1,13,9,2,2,R&D,Research Sci,Divorced,Tech Degree,Female,Travel_Rarely,3,0
29,3801,1,2,25,1,19,0,4,1,4,14,4,6,2,R&D,Lab Tech,Single,HR,Female,Travel_Rarely,2,0
40,2978,2,2,37,0,21,7,1,4,2,5,14,0,4,Sales,HR,Married,Tech Degree,Female,Travel_Rarely,2,0
59,1000,1,2,37,0,20,3,2,4,2,6,13,1,5,R&D,Manager,Married,Tech Degree,Female,Travel_Rarely,0,0
39,2548,2,3,21,0,18,4,1,3,1,4,14,6,5,R&D,Healthcare Rep,Divorced,HR,Male,Non-Travel,2,0
38,12047,3,3,9,0,11,5,4,4,4,14,9,2,4,R&D,Mfg Dir,Divorced,Marketing,Female,Travel_Rarely,0,0
44,8251,4,4,5,0,20,7,3,4,1,7,8,6,4,Sales,Director,Married,Medical,Female,Travel_Rarely,1,0
48,1217,2,1,16,0,3,7,4,4,3,8,11,4,3,R&D,Sales Rep,Divorced,Tech Degree,Female,Travel_Rarely,2,0
23,3142,3,3,37,0,29,6,2,4,1,10,6,1,3,R&D,Research Sci,Single,Life Sci,Female,Travel_Frequently,0,0
44,8483,2,2,23,1,17,3,4,1,1,10,4,4,3,Sales,Sales Exec,Married,HR,Female,Travel_Rarely,0,0
57,1000,2,3,9,0,12,5,2,3,2,1,9,2,3,R&D,HR,Married,Other,Male,Travel_Rarely,3,0
51,2450,2,1,7,0,10,3,1,2,1,10,7,0,1,R&D,Sales Rep,Single,Marketing,Female,Travel_Rarely,0,0
29,9547,3,3,20,0,8,6,2,4,3,12,15,6,1,R&D,Manager,Married,Tech Degree,Male,Travel_Rarely,2,0
24,2586,4,2,5,0,15,0,3,1,2,3,11,6,5,R&D,Manager,Single,Other,Male,Travel_Frequently,3,0
27,1000,3,4,20,1,5,4,3,3,3,10,8,4,1,R&D,Research Sci,Divorced,Marketing,Male,Travel_Rarely,3,0
34,3910,4,2,38,0,4,9,3,2,1,8,9,6,1,R&D,Research Sci,Married,HR,Male,Travel_Rarely,2,0
43,9893,2,1,23,0,26,9,1,3,3,4,15,2,3,R&D,HR,Married,Other,Male,Travel_Rarely,1,0
38,4461,1,4,32,0,28,3,2,1,3,2,9,1,3,Sales,Lab Tech,Single,Life Sci,Male,Travel_Rarely,2,0
45,1282,2,3,17,0,21,6,1,1,1,5,8,0,4,Sales,Director,Single,Tech Degree,Female,Travel_Rarely,2,1
19,2424,4,3,27,0,20,8,4,1,1,14,2,4,3,R&D,Mfg Dir,Divorced,Tech Degree,Male,Travel_Rarely,3,0
18,2990,3,3,31,1,19,4,4,4,2,2,10,6,4,Sales,Mfg Dir,Married,Other,Female,Travel_Rarely,2,0
53,4328,2,4,11,1,21,3,4,1,2,13,5,2,4,HR,Lab Tech,Divorced,Marketing,Male,Travel_Rarely,1,0
43,7122,3,2,26,1,4,8,4,2,4,4,5,0,1,R&D,Manager,Single,HR,Male,Travel_Rarely,1,0
46,1000,3,4,9,1,15,4,3,4,2,2,14,0,3,HR,Healthcare Rep,Single,Medical,Male,Travel_Frequently,1,0
38,11020,3,4,31,0,17,8,2,3,1,5,14,3,1,HR,Director,Married,Tech Degree,Female,Travel_Rarely,3,0
28,1000,2,1,25,0,12,7,3,2,3,11,12,0,3,R&D,HR,Married,Life Sci,Male,Travel_Rarely,2,0
57,2310,3,4,24,1,3,3,2,4,3,9,4,2,1,R&D,Lab Tech,Single,Tech Degree,Male,Travel_Rarely,0,0
28,1000,3,3,10,1,10,6,2,1,2,4,13,1,1,Sales,Director,Married,Tech Degree,Female,Travel_Rarely,2,0
53,2495,2,2,22,1,15,4,1,3,2,13,1,5,1,Sales,Mfg Dir,Married,Medical,Male,Travel_Rarely,1,1
56,3730,3,2,33,0,10,9,4,1,1,8,11,3,5,R&D,Director,Single,Medical,Male,Travel_Rarely,2,0
57,3583,2,2,39,0,24,3,2,2,3,2,13,2,1,Sales,Research Sci,Married,HR,Male,Non-Travel,3,0
52,1000,4,3,22,1,23,4,4,2,4,5,14,2,2,HR,Sales Rep,Married,Tech Degree,Female,Travel_Rarely,2,0
51,5188,4,3,28,1,18,4,4,4,4,7,16,2,2,R&D,Research Sci,Married,Tech Degree,Male,Travel_Rarely,3,0
41,1000,4,3,30,1,1,8,4,2,2,6,13,4,2,R&D,Lab Tech,Married,Marketing,Male,Travel_Rarely,0,0
39,7175,3,3,6,0,3,8,3,3,4,5,4,6,4,Sales,HR,Married,Marketing,Female,Travel_Rarely,0,0
22,14653,1,3,39,0,21,5,4,4,1,13,11,4,1,R&D,Sales Exec,Single,Other,Female,Travel_Rarely,3,0
50,2075,1,4,32,0,26,3,2,3,4,14,9,1,2,Sales,Sales Exec,Divorced,Other,Male,Travel_Rarely,2,0
53,3641,3,3,20,1,27,1,3,1,2,1,7,2,4,R&D,Director,Divorced,Life Sci,Male,Travel_Rarely,1,0
37,2381,1,3,1,0,12,2,4,3,1,14,5,6,2,Sales,Sales Exec,Married,Life Sci,Male,Travel_Rarely,3,0
36,1000,2,3,17,0,1,1,1,3,3,6,14,4,3,R&D,Manager,Single,Marketing,Male,Travel_Rarely,2,0
52,2437,1,3,32,1,3,4,4,2,1,7,11,4,5,Sales,Mfg Dir,Married,Other,Female,Travel_Rarely,2,0
34,7844,3,2,36,0,3,5,4,1,2,0,5,4,1,Sales,Manager,Married,Life Sci,Female,Travel_Rarely,2,0
51,4531,3,3,33,1,5,4,3,2,2,14,11,1,5,R&D,Director,Divorced,Tech Degree,Female,Non-Travel,1,0
26,1000,2,4,19,0,19,1,2,1,4,8,14,1,5,Sales,Manager,Divorced,Other,Male,Non-Travel,1,0
43,9391,4,4,34,1,29,4,4,1,4,3,11,2,3,R&D,Mfg Dir,Divorced,Medical,Female,Non-Travel,1,0
19,3786,3,4,17,0,25,8,3,3,3,7,8,3,3,Sales,HR,Single,Other,Female,Travel_Rarely,3,0
26,9217,2,1,23,1,1,3,3,2,3,14,1,2,3,R&D,Research Sci,Divorced,Tech Degree,Male,Non-Travel,3,0
26,4340,1,2,7,1,4,9,2,3,2,9,12,4,4,R&D,HR,Married,Marketing,Male,Travel_Rarely,1,0
57,4101,1,3,29,0,29,1,3,3,2,6,12,5,2,Sales,Manager,Divorced,HR,Male,Travel_Rarely,3,0
34,1000,2,1,9,0,29,2,2,3,2,13,7,6,1,R&D,Manager,Married,HR,Male,Non-Travel,1,0
18,1000,2,3,22,0,26,2,1,1,3,12,12,4,3,R&D,Lab Tech,Single,Marketing,Male,Non-Travel,3,0
42,17882,3,1,10,0,26,8,4,2,2,9,3,0,1,Sales,Sales Rep,Married,Tech Degree,Male,Travel_Frequently,2,0
57,1297,1,1,1,1,4,3,3,2,3,6,5,5,1,Sales,Sales Rep,Single,Life Sci,Female,Travel_Rarely,1,1
59,18960,2,4,25,0,17,0,1,3,2,1,5,5,1,R&D,Manager,Married,Other,Male,Travel_Rarely,3,0
42,3795,1,4,35,0,14,0,3,1,1,0,11,6,3,R&D,Research Sci,Divorced,Other,Male,Non-Travel,2,0
56,1000,2,1,32,0,18,6,3,2,1,3,11,2,3,R&D,Lab Tech,Single,Life Sci,Female,Travel_Rarely,2,0
52,1000,1,4,12,1,27,6,1,4,2,11,16,4,2,R&D,Sales Exec,Single,HR,Female,Travel_Rarely,3,1
20,1171,4,1,39,1,1,1,3,2,1,1,6,4,3,R&D,Healthcare Rep,Single,Marketing,Female,Travel_Frequently,2,0
54,12994,3,2,24,0,22,8,3,3,3,7,14,3,3,Sales,Research Sci,Married,Marketing,Female,Travel_Rarely,0,0
47,2673,1,4,3,0,16,8,1,4,4,9,16,0,1,R&D,Manager,Divorced,Medical,Female,Travel_Frequently,1,0
